Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
,Well,Clean,35.0,14000.0,2002.0,Oxfam,Pay per use,22.0,Motorized Pump,"(-23.00305270591558, 20.760005791705623)",Functioning
WP3654,Lake,Clean,25.0,15000.0,1991.0,Oxfam,Free,33.0,Motorized Pump,"(-21.931532620070634, 22.325500216957387)",Not Functioning
WP3655,River,,59.0,21000.0,2002.0,Oxfam,Pay per use,22.0,Hand Pump,"(-18.11309132516791, 28.966555573567945)",Functioning
WP3656,Lake,Clean,40.0,17000.0,2014.0,World Bank,Pay per use,10.0,Motorized Pump,"(-21.823266999982437, 26.021085804311777)",
WP3657,Lake,Clean,52.0,12000.0,1996.0,Oxfam,Pay per use,28.0,Hand Pump,"(-19.21339433882995, 21.024555574326666)",Not Functioning
WP3658,Well,Clean,48.0,10000.0,1999.0,Red Cross,Pay per use,25.0,Motorized Pump,"(-21.091499145116686, 25.911403205278766)",Functioning
WP3659,,Clean,44.0,12000.0,1996.0,Oxfam,Pay per use,28.0,Motorized Pump,,Not Functioning
WP3660,Well,Clean,49.0,19000.0,2008.0,Oxfam,Pay per use,16.0,Hand Pump,,Not Functioning
WP3661,Lake,Clean,24.0,14000.0,1993.0,UNICEF,Pay per use,31.0,Hand Pump,"(-20.17223616223751, 24.52728427478813)",Not Functioning
WP3662,Well,Clean,55.0,10000.0,2009.0,Red Cross,Pay per use,15.0,Solar Pump,"(-17.937374731231234, 23.83680307937478)",Functioning
WP3663,Lake,Clean,59.0,14000.0,2001.0,Red Cross,Pay per use,23.0,Hand Pump,"(-22.902701281170387, 21.80323771221588)",Not Functioning
WP3664,Well,Clean,13.0,13000.0,2012.0,Red Cross,Free,12.0,,"(-20.764137250103122, 23.404728925034693)",Functioning
WP3665,River,Contaminated,39.0,9000.0,1998.0,Oxfam,Pay per use,26.0,Hand Pump,"(-21.67896823204528, 20.351154638850183)",Functioning
WP3666,Borehole,Clean,16.0,10000.0,2010.0,Red Cross,Pay per use,14.0,Hand Pump,"(-23.90058715975175, 28.09241574388852)",Not Functioning
WP3667,River,Clean,52.0,15000.0,2003.0,USAID,Pay per use,21.0,Hand Pump,"(-18.826217150317554, 25.963623126583904)",Functioning
WP3668,River,Clean,32.0,9000.0,2005.0,UNICEF,Pay per use,19.0,Motorized Pump,"(-18.246351821996292, 20.194221079965217)",Functioning
WP3669,Well,Contaminated,45.0,13000.0,1996.0,Oxfam,Pay per use,28.0,Hand Pump,"(-19.468223233922938, 27.004861743695727)",Not Functioning
WP3670,,Clean,42.0,12000.0,1996.0,Oxfam,Pay per use,28.0,Motorized Pump,"(-20.975375157850625, 23.263980436177576)",
WP3671,,Clean,38.0,11000.0,2011.0,USAID,Free,13.0,Motorized Pump,,Not Functioning
WP3672,Well,Clean,43.0,14000.0,2014.0,,Pay per use,10.0,Hand Pump,"(-20.007932277849065, 24.621325634542764)",Functioning
WP3673,Well,Clean,13.0,15000.0,2016.0,Oxfam,Pay per use,8.0,Hand Pump,"(-23.30511532216161, 26.177891637444095)",Functioning
WP3674,River,Clean,15.0,12000.0,2000.0,Red Cross,,24.0,Hand Pump,"(-18.121046591643324, 26.14029248012484)",Functioning
WP3675,Well,Clean,38.0,12000.0,2015.0,Oxfam,,9.0,Motorized Pump,"(-21.125983152292093, 22.37928107073709)",Not Functioning
WP3676,Lake,Clean,31.0,10000.0,2003.0,USAID,Free,21.0,Hand Pump,"(-19.578552902647957, 25.388897694328964)",Not Functioning
WP3677,Well,Contaminated,56.0,13000.0,1990.0,USAID,Pay per use,34.0,Motorized Pump,,Not Functioning
,Well,Clean,27.0,12000.0,2002.0,Red Cross,Pay per use,22.0,Solar Pump,"(-21.442910623745572, 25.508699404221744)",Functioning
WP3679,Lake,Clean,46.0,13000.0,2002.0,Red Cross,Free,22.0,Hand Pump,"(-19.096186877721887, 27.391371387891255)",Not Functioning
WP3680,Lake,Contaminated,16.0,14000.0,2007.0,World Bank,Pay per use,17.0,Motorized Pump,"(-23.557039137282942, 19.37813439441837)",Not Functioning
WP3681,Well,Clean,52.0,15000.0,1998.0,Red Cross,Pay per use,26.0,Motorized Pump,"(-18.867750628202273, 24.144859175114767)",Functioning
WP3682,Well,Clean,47.0,17000.0,2016.0,Red Cross,Free,8.0,Solar Pump,,Functioning
WP3683,Well,Clean,16.0,16000.0,2019.0,Red Cross,Pay per use,5.0,Hand Pump,"(-19.63529147920523, 24.013643275533205)",Functioning
WP3684,,Contaminated,55.0,9000.0,2015.0,Red Cross,,,,"(-18.57356422891394, 27.410393778715054)",Not Functioning
WP3685,Lake,Contaminated,15.0,4000.0,2014.0,Red Cross,Free,,Hand Pump,"(-22.014944464080397, 23.970354016215058)",Not Functioning
WP3686,Well,Contaminated,36.0,13000.0,2017.0,Oxfam,Pay per use,7.0,Solar Pump,"(-19.95607669036755, 25.663324857599477)",Functioning
WP3687,River,Clean,17.0,10000.0,2007.0,Oxfam,Free,17.0,Motorized Pump,"(-19.14985486064331, 27.522137779841223)",Not Functioning
WP3688,River,Clean,43.0,9000.0,2016.0,World Bank,Free,8.0,Motorized Pump,"(-18.13432904222422, 24.951851954367438)",Not Functioning
WP3689,Lake,Clean,36.0,13000.0,2020.0,Red Cross,Free,4.0,Hand Pump,"(-19.99017506501988, 25.20080763610444)",Not Functioning
WP3690,Lake,Clean,22.0,17000.0,1993.0,UNICEF,,31.0,Hand Pump,"(-19.526715361267836, 27.759375709974776)",Not Functioning
WP3691,River,Clean,,15000.0,1995.0,Red Cross,Free,29.0,Hand Pump,"(-22.645839310938708, 20.41945440262746)",Functioning
WP3692,Lake,Clean,19.0,11000.0,2001.0,Oxfam,Pay per use,23.0,Motorized Pump,"(-17.950205748709884, 28.78696531177622)",Not Functioning
,Well,Clean,29.0,12000.0,1994.0,World Bank,Pay per use,30.0,Solar Pump,"(-19.876842213941636, 25.691121237453412)",Functioning
WP3694,River,Clean,29.0,11000.0,2003.0,Red Cross,Pay per use,21.0,Hand Pump,"(-22.909469215630914, 22.615873071510254)",Functioning
WP3695,Lake,Clean,36.0,12000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,"(-23.651844278984242, 21.663497568211678)",Not Functioning
WP3696,Well,Clean,15.0,14000.0,2017.0,Red Cross,Pay per use,7.0,Motorized Pump,,Functioning
WP3697,Well,Clean,31.0,16000.0,2014.0,UNICEF,Pay per use,10.0,Hand Pump,"(-21.972653905805263, 19.584077458701827)",Not Functioning
WP3698,,Clean,46.0,12000.0,1992.0,Oxfam,,32.0,Motorized Pump,,Not Functioning
WP3699,Well,Clean,,14000.0,2000.0,Red Cross,Pay per use,24.0,Hand Pump,"(-21.640872616240333, 24.97040405744767)",Functioning
WP3700,Lake,Contaminated,45.0,14000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-19.074474895715294, 27.156968254725925)",
WP3701,Well,Contaminated,40.0,15000.0,1990.0,Oxfam,Pay per use,34.0,Hand Pump,"(-23.753932285539666, 25.055549053936474)",Functioning
WP3702,Well,Clean,52.0,13000.0,2019.0,Red Cross,,5.0,Motorized Pump,"(-23.268784101774276, 21.403693004474587)",Not Functioning
,Lake,Clean,32.0,19000.0,1994.0,USAID,Free,30.0,Hand Pump,"(-21.705756135516694, 22.66593612265168)",Not Functioning
WP3704,Lake,Contaminated,60.0,,1997.0,USAID,Free,27.0,Hand Pump,"(-23.30686011669343, 22.165257715077445)",Not Functioning
WP3705,Borehole,Clean,36.0,12000.0,2010.0,UNICEF,Free,14.0,Motorized Pump,"(-21.007003510566456, 23.85244780962148)",Not Functioning
WP3706,Borehole,Contaminated,44.0,15000.0,1993.0,Red Cross,Free,31.0,Hand Pump,"(-20.600182131435098, 26.738745741033476)",Not Functioning
WP3707,Well,Clean,38.0,12000.0,2013.0,,Pay per use,11.0,Motorized Pump,"(-23.33801060776733, 21.198726824482886)",Functioning
WP3708,Well,Clean,,14000.0,2000.0,Oxfam,Pay per use,,,"(-22.208903305441364, 24.523841731845337)",Functioning
WP3709,River,Clean,11.0,13000.0,1993.0,Oxfam,Pay per use,31.0,Hand Pump,"(-21.98933946160176, 27.719271121184594)",Not Functioning
WP3710,Lake,Clean,38.0,12000.0,1993.0,,Pay per use,31.0,Hand Pump,"(-19.906232452035837, 24.338054679240916)",Functioning
WP3711,Lake,Clean,48.0,16000.0,2009.0,Red Cross,Free,15.0,,"(-19.12560780259296, 25.186034782041496)",Not Functioning
WP3712,,Contaminated,12.0,10000.0,1993.0,Red Cross,Pay per use,31.0,Hand Pump,"(-21.666275673827023, 23.164825424855582)",Not Functioning
WP3713,Lake,Clean,17.0,12000.0,1995.0,Oxfam,Free,,Motorized Pump,"(-21.48529228551877, 27.197558480305755)",Not Functioning
WP3714,Well,Clean,46.0,11000.0,2004.0,,Pay per use,,Hand Pump,"(-19.59379223434372, 27.496130247350777)",Functioning
WP3715,Well,Contaminated,15.0,15000.0,1996.0,Oxfam,Pay per use,28.0,Hand Pump,"(-23.455299029754464, 28.86960440847299)",Not Functioning
WP3716,Well,Clean,5.0,17000.0,1995.0,Red Cross,Pay per use,29.0,Motorized Pump,,Not Functioning
WP3717,Lake,,29.0,5000.0,2013.0,World Bank,Pay per use,11.0,Hand Pump,"(-18.451894478401886, 26.646968640620077)",Not Functioning
WP3718,Lake,Clean,51.0,14000.0,1995.0,Oxfam,Pay per use,29.0,Motorized Pump,"(-20.582775196876288, 24.175139170442634)",Not Functioning
WP3719,Well,Contaminated,18.0,13000.0,2001.0,UNICEF,Pay per use,23.0,Hand Pump,"(-20.948946777483297, 19.48571701495174)",Not Functioning
WP3720,Well,Contaminated,43.0,11000.0,1996.0,USAID,Pay per use,28.0,Motorized Pump,"(-22.850966696400647, 22.067394339540485)",
WP3721,,Clean,48.0,13000.0,1993.0,USAID,Pay per use,31.0,Hand Pump,"(-22.268660094283085, 20.27081967589202)",Not Functioning
WP3722,Well,Clean,34.0,11000.0,2008.0,UNICEF,Pay per use,16.0,Motorized Pump,"(-20.903687885978965, 22.19341996710273)",Not Functioning
WP3723,Lake,Clean,53.0,13000.0,1993.0,USAID,Pay per use,31.0,Motorized Pump,"(-20.504876280891885, 21.710105222792595)",Not Functioning
WP3724,Lake,Clean,49.0,14000.0,1993.0,USAID,Pay per use,31.0,Motorized Pump,"(-21.275042184109424, 27.754015599064566)",Not Functioning
WP3725,Well,Clean,13.0,15000.0,1991.0,USAID,Pay per use,33.0,Hand Pump,"(-21.65006140699221, 27.058864895610782)",Not Functioning
WP3726,Well,Clean,43.0,15000.0,2006.0,Red Cross,Pay per use,18.0,Solar Pump,"(-18.410909500824324, 28.57160400822873)",Functioning
WP3727,Well,Clean,38.0,16000.0,2011.0,Red Cross,Free,13.0,Hand Pump,"(-18.802520354749177, 23.582860040360345)",Functioning
WP3728,Lake,Clean,39.0,11000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-19.808887425115874, 26.93126921165919)",Not Functioning
WP3729,Lake,Clean,21.0,10000.0,1999.0,Red Cross,Pay per use,25.0,Solar Pump,"(-22.006656864000526, 19.508904930315097)",Not Functioning
WP3730,Borehole,Clean,39.0,12000.0,1997.0,Oxfam,Pay per use,27.0,Hand Pump,"(-17.909332839878193, 25.03761337516634)",Not Functioning
WP3731,Well,Clean,27.0,10000.0,1990.0,World Bank,Pay per use,34.0,Motorized Pump,"(-21.091485268793647, 22.35455891023713)",Not Functioning
,River,Clean,57.0,17000.0,2009.0,Oxfam,Pay per use,15.0,Hand Pump,"(-20.912135625210272, 24.127067486356438)",Not Functioning
WP3733,Lake,Clean,46.0,14000.0,2013.0,Red Cross,Pay per use,11.0,Motorized Pump,"(-19.165717719344045, 20.073651768609885)",Not Functioning
WP3734,Lake,Clean,26.0,10000.0,2013.0,Oxfam,Free,11.0,Hand Pump,"(-21.93896138053934, 24.703868325323647)",Not Functioning
WP3735,Well,Clean,,10000.0,1993.0,Red Cross,Pay per use,31.0,Hand Pump,"(-23.741010528112174, 20.730086880832527)",Not Functioning
WP3736,Well,Clean,33.0,15000.0,,Oxfam,Pay per use,10.0,Motorized Pump,"(-21.055242864307807, 22.88232033151252)",Not Functioning
WP3737,Lake,Clean,14.0,14000.0,1993.0,World Bank,Free,31.0,Hand Pump,"(-22.539600077226943, 21.080775418210028)",Not Functioning
WP3738,Lake,Clean,56.0,15000.0,1993.0,USAID,Pay per use,31.0,Solar Pump,"(-21.1176043331376, 21.92706803846729)",Functioning
,Well,Contaminated,58.0,14000.0,2001.0,Oxfam,Pay per use,23.0,Hand Pump,"(-20.9961398859542, 25.243134833758546)",Not Functioning
WP3740,Borehole,Clean,22.0,17000.0,2016.0,UNICEF,Free,8.0,Hand Pump,"(-20.845748237390065, 24.044560606222333)",Not Functioning
WP3741,Lake,Clean,51.0,11000.0,2017.0,Red Cross,Pay per use,7.0,,"(-20.394802033242133, 22.331583466053548)",Not Functioning
WP3742,Well,Clean,19.0,15000.0,2015.0,Red Cross,Pay per use,9.0,Motorized Pump,"(-20.693589031875852, 22.739590631933165)",Not Functioning
WP3743,River,Clean,53.0,16000.0,2002.0,World Bank,Free,22.0,Hand Pump,"(-23.61761981725575, 22.661226524124867)",Functioning
WP3744,River,Clean,36.0,14000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-22.42466702038892, 23.615448846604554)",
WP3745,Well,Contaminated,45.0,14000.0,2003.0,UNICEF,Free,,Motorized Pump,"(-20.684545806256054, 26.31980632616604)",Not Functioning
WP3746,Borehole,Clean,15.0,14000.0,,UNICEF,Pay per use,25.0,Motorized Pump,"(-23.859265696575115, 19.008406344236736)",Not Functioning
,River,Clean,52.0,,2010.0,Oxfam,Pay per use,14.0,Hand Pump,"(-21.289177328017463, 25.77173744319345)",Functioning
,Lake,Contaminated,58.0,16000.0,1997.0,Red Cross,Pay per use,27.0,Hand Pump,"(-19.337311553276486, 19.04663650589983)",Not Functioning
WP3749,Well,Clean,39.0,13000.0,2017.0,Oxfam,Pay per use,7.0,Motorized Pump,"(-22.23814072864699, 20.31009515057241)",Not Functioning
WP3750,Lake,Clean,11.0,14000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-21.833959106668907, 21.375760500553252)",Not Functioning
WP3751,Well,,36.0,12000.0,1991.0,UNICEF,Pay per use,33.0,Hand Pump,"(-19.93756818466786, 24.55330187000493)",Not Functioning
WP3752,,Clean,29.0,16000.0,2003.0,Oxfam,Free,21.0,Motorized Pump,"(-23.057376308290632, 21.17228565114287)",Not Functioning
WP3753,Lake,Clean,13.0,11000.0,2001.0,World Bank,Pay per use,23.0,Motorized Pump,"(-22.376556015797448, 20.772527119550357)",Not Functioning
WP3754,,Clean,21.0,14000.0,1996.0,UNICEF,Pay per use,28.0,Hand Pump,"(-20.801261146961878, 21.780994499044734)",Not Functioning
WP3755,Borehole,Clean,33.0,15000.0,1996.0,USAID,Free,28.0,Motorized Pump,"(-20.788338441290843, 21.84165604553129)",Not Functioning
WP3756,Well,Clean,21.0,15000.0,1994.0,Red Cross,Pay per use,30.0,,"(-22.89538089772477, 24.64586997293738)",Functioning
WP3757,Lake,Clean,49.0,17000.0,2000.0,Red Cross,Pay per use,24.0,Hand Pump,"(-21.71562777168181, 21.555783901890084)",Not Functioning
WP3758,Lake,Clean,47.0,,2015.0,USAID,Pay per use,9.0,Motorized Pump,"(-20.5764678195148, 20.62939301263722)",Not Functioning
WP3759,Lake,Clean,61.0,16000.0,1991.0,Red Cross,Pay per use,33.0,Hand Pump,"(-21.972141376398085, 19.92246011311429)",Functioning
WP3760,Lake,Clean,43.0,12000.0,2002.0,USAID,Free,22.0,Motorized Pump,"(-18.313429558930732, 26.06721342996865)",Not Functioning
WP3761,Lake,Clean,35.0,17000.0,2016.0,USAID,Pay per use,8.0,,"(-21.09693349687346, 26.188044150396472)",Not Functioning
WP3762,Borehole,Clean,55.0,12000.0,1990.0,Red Cross,Free,34.0,Hand Pump,"(-23.157175049960788, 26.034088492225152)",Functioning
WP3763,Borehole,,34.0,9000.0,2003.0,USAID,Pay per use,21.0,Hand Pump,"(-22.801381625728645, 19.70544347692086)",Not Functioning
WP3764,Well,Clean,14.0,14000.0,2019.0,Oxfam,Pay per use,5.0,Hand Pump,"(-21.47013321859493, 26.549459600691833)",Functioning
WP3765,Well,Clean,42.0,10000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-23.791310379490657, 23.430212156216445)",Not Functioning
WP3766,,,29.0,17000.0,2010.0,Red Cross,Pay per use,14.0,Hand Pump,,Functioning
WP3767,Lake,Clean,31.0,13000.0,1996.0,World Bank,Free,28.0,Solar Pump,"(-21.238583698731773, 22.006844173098322)",Not Functioning
WP3768,Well,Clean,24.0,12000.0,2019.0,Red Cross,Pay per use,5.0,Motorized Pump,"(-20.80070069881159, 25.76552363162933)",Not Functioning
WP3769,Well,Contaminated,25.0,16000.0,2020.0,Oxfam,Pay per use,4.0,Solar Pump,"(-20.98676587803146, 21.272883978395207)",Functioning
WP3770,Well,,,12000.0,2013.0,Oxfam,Pay per use,11.0,Hand Pump,,Functioning
WP3771,River,Clean,51.0,14000.0,2007.0,World Bank,Pay per use,,Solar Pump,"(-17.52498659720485, 27.449254856868173)",Functioning
WP3772,Lake,Clean,47.0,12000.0,1996.0,UNICEF,Pay per use,28.0,Hand Pump,"(-21.349449959392686, 22.312710451301935)",Not Functioning
WP3773,Lake,Clean,43.0,16000.0,2018.0,Oxfam,Pay per use,6.0,Hand Pump,"(-21.035063221811985, 21.08321429514899)",Not Functioning
,Lake,Clean,,11000.0,2018.0,UNICEF,Free,6.0,Hand Pump,,Not Functioning
,Borehole,Clean,33.0,10000.0,2007.0,Oxfam,Pay per use,17.0,Hand Pump,"(-18.61896568540422, 27.506025409058534)",Not Functioning
WP3776,Lake,Clean,53.0,14000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,"(-23.60408654582158, 22.003016283605415)",Not Functioning
WP3777,Well,Clean,54.0,16000.0,1996.0,Oxfam,Pay per use,28.0,Solar Pump,"(-17.84654626273059, 27.437735715435828)",Functioning
WP3778,Well,Clean,18.0,14000.0,1994.0,Oxfam,Pay per use,30.0,Motorized Pump,"(-18.266393409566167, 24.28157846767353)",Functioning
WP3779,Well,Contaminated,36.0,13000.0,2014.0,Oxfam,Pay per use,10.0,Hand Pump,"(-21.493775827610456, 22.861721960011035)",Functioning
WP3780,Well,Clean,45.0,13000.0,2005.0,Red Cross,Pay per use,19.0,Motorized Pump,"(-20.098242411737576, 24.058852000336277)",Functioning
,Lake,Clean,31.0,9000.0,2010.0,Red Cross,Pay per use,14.0,Hand Pump,"(-22.357179544055967, 23.32265361470914)",Not Functioning
WP3782,Well,Clean,46.0,15000.0,1999.0,World Bank,Pay per use,25.0,Motorized Pump,"(-19.167954618345053, 24.596940100914857)",Not Functioning
WP3783,,Clean,,9000.0,2001.0,World Bank,Pay per use,23.0,Hand Pump,"(-18.695691712313373, 27.32730831654438)",Not Functioning
WP3784,Lake,Clean,13.0,15000.0,2003.0,USAID,Pay per use,21.0,Hand Pump,"(-22.99753917844157, 26.759261197587172)",
WP3785,,Clean,15.0,17000.0,2018.0,UNICEF,Free,6.0,Motorized Pump,"(-20.138007404339298, 27.36198768922198)",Not Functioning
WP3786,Well,Clean,35.0,,2013.0,Oxfam,Pay per use,11.0,Motorized Pump,"(-22.123306665887938, 22.768448352959105)",Functioning
WP3787,Well,Clean,24.0,16000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,"(-21.80271353409395, 25.20920793734423)",Not Functioning
WP3788,Lake,Clean,21.0,11000.0,2003.0,Oxfam,Free,21.0,Motorized Pump,"(-19.802533359561025, 24.678500226981356)",Not Functioning
WP3789,Lake,Clean,21.0,,2019.0,World Bank,Free,5.0,Hand Pump,"(-21.73347224712092, 24.64508349836786)",Not Functioning
WP3790,Well,Contaminated,36.0,10000.0,2016.0,Red Cross,Pay per use,8.0,Motorized Pump,"(-18.59975852861882, 21.22546087350765)",Not Functioning
WP3791,Lake,Clean,20.0,17000.0,2014.0,Red Cross,Pay per use,,Hand Pump,"(-18.75902108049514, 28.582442605568943)",Not Functioning
WP3792,Lake,Clean,15.0,11000.0,2005.0,Red Cross,,19.0,Motorized Pump,"(-20.244438159835667, 24.061202965580698)",Not Functioning
WP3793,Well,Clean,48.0,14000.0,2006.0,USAID,Pay per use,18.0,Solar Pump,"(-19.424198270162975, 22.35574358014245)",Functioning
WP3794,,Contaminated,38.0,16000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-22.35240566428113, 20.208164358883643)",
WP3795,Well,Clean,12.0,11000.0,1993.0,,Free,31.0,Hand Pump,"(-19.453544175768684, 25.844019096430056)",Not Functioning
WP3796,Lake,Clean,49.0,11000.0,,Oxfam,Pay per use,19.0,Hand Pump,"(-21.52021366749457, 27.402218970779458)",Not Functioning
WP3797,Lake,Clean,26.0,10000.0,1997.0,Red Cross,Pay per use,27.0,Hand Pump,"(-23.827896573102983, 21.9563387331315)",
WP3798,Lake,Contaminated,,13000.0,2006.0,,Pay per use,18.0,Hand Pump,"(-21.771333825294775, 20.467295257774364)",Not Functioning
WP3799,Lake,Clean,70.0,12000.0,2004.0,Oxfam,Pay per use,20.0,Motorized Pump,"(-20.850473008064203, 21.644679500901713)",Not Functioning
WP3800,Well,Clean,38.0,8000.0,1993.0,USAID,Pay per use,31.0,Hand Pump,"(-21.517435773157832, 23.8169370038704)",Functioning
WP3801,Lake,Clean,53.0,14000.0,1992.0,Red Cross,Pay per use,32.0,Motorized Pump,"(-23.104549406705573, 23.07948018758754)",Not Functioning
WP3802,Well,Clean,42.0,11000.0,2014.0,Oxfam,Pay per use,10.0,Hand Pump,"(-21.417560843837546, 20.808353104655794)",Functioning
WP3803,Well,Clean,51.0,16000.0,2003.0,Red Cross,Pay per use,21.0,Hand Pump,"(-20.185448021450743, 27.857708764723437)",Not Functioning
WP3804,Lake,Clean,40.0,11000.0,2019.0,UNICEF,Free,5.0,Motorized Pump,"(-22.20569831814584, 22.78275571356538)",Not Functioning
WP3805,,Clean,36.0,16000.0,1997.0,,Pay per use,27.0,Motorized Pump,"(-19.64357065934841, 28.52904895964742)",Functioning
WP3806,River,Clean,47.0,9000.0,1998.0,Red Cross,Free,26.0,Hand Pump,"(-23.691510897569838, 20.794787928136998)",Functioning
WP3807,Borehole,Clean,37.0,13000.0,1990.0,Oxfam,Free,34.0,Motorized Pump,"(-20.534463409217725, 21.587757633507078)",Not Functioning
WP3808,Lake,Clean,43.0,12000.0,1993.0,USAID,Pay per use,31.0,Hand Pump,"(-23.784452390526997, 25.249972242023027)",Not Functioning
WP3809,Lake,Clean,33.0,19000.0,2017.0,UNICEF,Pay per use,7.0,Motorized Pump,"(-19.39694115274287, 24.985767372156214)",Not Functioning
WP3810,Well,Clean,20.0,10000.0,2018.0,,Free,,,"(-19.999839383068057, 25.054428932363567)",Functioning
WP3811,River,Clean,7.0,14000.0,1997.0,Oxfam,Free,27.0,Hand Pump,"(-18.91645995884573, 27.800201601390604)",Not Functioning
WP3812,Well,Contaminated,33.0,14000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-21.656632809101826, 25.71790942961266)",Not Functioning
WP3813,River,Contaminated,10.0,14000.0,2012.0,USAID,Pay per use,12.0,Hand Pump,"(-22.787681587078715, 19.86599619719836)",Not Functioning
WP3814,River,Clean,14.0,13000.0,2013.0,Red Cross,,11.0,Hand Pump,"(-22.09028191362079, 22.148496362324416)",Not Functioning
WP3815,Lake,Clean,51.0,14000.0,2006.0,Oxfam,Pay per use,18.0,Solar Pump,"(-23.35449662842234, 20.821918917925107)",Functioning
WP3816,,Clean,48.0,,2007.0,Red Cross,Pay per use,17.0,Hand Pump,"(-22.51289620933415, 23.099396023884527)",Not Functioning
WP3817,Lake,Clean,38.0,9000.0,1995.0,UNICEF,Pay per use,29.0,Motorized Pump,"(-21.55005687142131, 25.02608629298844)",Not Functioning
WP3818,Well,Clean,18.0,10000.0,1994.0,Oxfam,,,,"(-20.774968783432136, 21.108306163820373)",Functioning
WP3819,Lake,Clean,36.0,14000.0,2005.0,Red Cross,Pay per use,19.0,Motorized Pump,"(-18.01894327727385, 26.687687944336442)",Not Functioning
WP3820,Lake,Clean,10.0,11000.0,1996.0,Oxfam,Pay per use,28.0,Motorized Pump,"(-18.15410818153976, 22.80877769779587)",Not Functioning
WP3821,Borehole,Clean,32.0,12000.0,2017.0,Red Cross,Free,7.0,Solar Pump,"(-17.877811724292307, 28.274919942102127)",Not Functioning
WP3822,Well,Contaminated,8.0,13000.0,1998.0,Oxfam,Pay per use,26.0,Solar Pump,"(-20.875308618869493, 28.03499438460419)",Functioning
WP3823,River,Clean,11.0,12000.0,1991.0,World Bank,Free,33.0,Hand Pump,"(-22.368721980492445, 21.137510623313204)",Not Functioning
WP3824,Lake,Clean,20.0,12000.0,2019.0,UNICEF,Pay per use,5.0,Hand Pump,"(-22.786464914004238, 26.09514240589592)",Not Functioning
WP3825,Well,Clean,24.0,11000.0,2009.0,World Bank,Pay per use,15.0,Hand Pump,"(-22.64397802371176, 22.011503343150597)",Functioning
WP3826,Lake,Clean,46.0,14000.0,,Red Cross,Pay per use,,Hand Pump,"(-20.71118416290595, 27.082582371593105)",Not Functioning
WP3827,Well,Clean,44.0,17000.0,2019.0,Oxfam,Free,5.0,,"(-20.865971000793937, 22.24970882152996)",Functioning
WP3828,Borehole,Contaminated,49.0,18000.0,2010.0,World Bank,,14.0,Hand Pump,"(-21.410861432225946, 27.802067998116573)",Not Functioning
WP3829,,Clean,36.0,13000.0,2014.0,Red Cross,Pay per use,10.0,Motorized Pump,"(-23.954229268759764, 22.446468305001677)",Not Functioning
WP3830,Well,Clean,29.0,11000.0,,USAID,Pay per use,6.0,Hand Pump,"(-23.280103741402165, 22.535154411991)",Functioning
WP3831,Well,Clean,39.0,9000.0,1998.0,USAID,Pay per use,26.0,Hand Pump,"(-20.12519085024662, 19.967188029638542)",Functioning
WP3832,Lake,Clean,31.0,9000.0,2001.0,Red Cross,Pay per use,23.0,Solar Pump,"(-19.228325948627525, 24.025956443500334)",Not Functioning
WP3833,Well,Clean,48.0,12000.0,2019.0,UNICEF,Pay per use,5.0,Motorized Pump,"(-23.922657881393565, 22.83848214113406)",Functioning
WP3834,Well,Clean,,11000.0,2013.0,Oxfam,Free,11.0,,"(-18.92625665513293, 19.219117454677505)",Functioning
WP3835,Lake,Clean,15.0,10000.0,2013.0,Oxfam,Pay per use,11.0,Hand Pump,"(-18.36530006694141, 28.636629517730984)",Not Functioning
WP3836,Lake,Clean,40.0,,,USAID,Pay per use,34.0,Hand Pump,"(-23.397936850530332, 25.692755222976633)",Not Functioning
WP3837,River,Clean,33.0,14000.0,,Red Cross,Pay per use,26.0,Hand Pump,"(-21.51898518948528, 25.910122590544418)",Not Functioning
WP3838,Lake,Clean,58.0,12000.0,1996.0,Oxfam,Pay per use,28.0,Hand Pump,"(-19.90363445692736, 27.9348244426412)",Not Functioning
WP3839,Lake,Clean,27.0,13000.0,2008.0,Red Cross,Pay per use,16.0,,"(-22.77455276500856, 20.45858784728657)",Not Functioning
WP3840,Lake,Clean,33.0,12000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-18.50747715553167, 27.312650374388184)",Functioning
WP3841,Borehole,Contaminated,30.0,13000.0,2019.0,Red Cross,Pay per use,5.0,Hand Pump,"(-22.465017654381256, 19.398600668185644)",Not Functioning
WP3842,Lake,Clean,34.0,7000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-22.85246032249236, 21.534501551497875)",Not Functioning
